order_id,customer_id,order_date,order_status,payment_method,sales_channel,gross_amount,discount_amount,shipping_fee,final_amount,delivered_date
O00277,C0402,2024-12-29,Delivered,Credit Card,Mobile App,1911.95,584.05,0,1911.95,2025-01-04
O00278,C0440,2024-04-14,Delivered,UPI,Mobile App,1852.15,94.85,0,1852.15,2024-04-17
O00279,C0225,2025-03-01,Delivered,Net Banking,Website,551.65,97.35,49,600.65,2025-03-05
O00280,C0078,2025-06-26,Delivered,Net Banking,Website,593.3,104.7,49,642.3,2025-07-04
O00281,C0484,2024-11-11,In Transit,UPI,Website,979.65,67.35,0,979.65,1900-01-00
O00282,C0339,2025-06-16,Delivered,Net Banking,Mobile App,2076.5,219.5,0,2076.5,2025-06-23
O00283,C0317,2025-10-29,Delivered,Net Banking,Mobile App,1238.25,159.75,0,1238.25,2025-11-03
O00284,C0110,2024-04-05,Delivered,UPI,Mobile App,569.05,29.95,49,618.05,2024-04-11
O00285,C0057,2024-03-02,Delivered,Credit Card,Website,780.55,17.45,0,780.55,2024-03-08
O00286,C0366,2025-10-04,Cancelled,UPI,Website,878.05,19.95,0,0,1900-01-00
O00287,C0265,2025-08-19,Delivered,Credit Card,Website,379.05,19.95,40,419.05,2025-08-23
O00288,C0302,2025-07-26,Delivered,UPI,Website,718.2,79.8,0,718.2,2025-08-04
O00289,C0074,2025-10-22,Delivered,Debit Card,Mobile App,594.15,104.85,59,653.15,2025-10-26
O00290,C0309,2024-11-14,Delivered,Credit Card,Website,349,0,40,389,2024-11-17
O00291,C0025,2024-11-08,Delivered,Net Banking,Website,1518.1,79.9,0,1518.1,2024-11-13
O00292,C0461,2024-12-11,Delivered,Debit Card,Mobile App,1067.2,79.8,0,1067.2,2024-12-17
O00293,C0210,2025-01-31,Delivered,Credit Card,Marketplace,1876.4,169.6,0,1876.4,2025-02-05
O00294,C0491,2025-08-06,Delivered,Credit Card,Website,1057.35,139.65,0,1057.35,2025-08-11
O00295,C0252,2024-01-24,Delivered,UPI,Website,1617.3,179.7,0,1617.3,2024-01-28
O00296,C0348,2024-11-07,Delivered,UPI,Website,379.05,19.95,40,419.05,2024-11-09
O00297,C0198,2024-04-27,Delivered,Credit Card,Website,898,0,0,898,2024-05-02
O00298,C0052,2024-09-09,Delivered,UPI,Mobile App,424.15,74.85,40,464.15,2024-09-13
O00299,C0401,2024-09-08,Delivered,COD,Website,663.1,34.9,40,703.1,2024-09-10
O00300,C0247,2024-10-06,Cancelled,UPI,Website,850.7,97.3,0,0,1900-01-00
O00301,C0203,2024-10-30,In Transit,Net Banking,Website,638.4,159.6,59,697.4,1900-01-00
O00302,C0134,2025-12-25,Delivered,COD,Website,424.15,74.85,59,483.15,2026-01-02
O00303,C0003,2024-01-10,Delivered,Net Banking,Mobile App,695.65,52.35,59,754.65,2024-01-14
O00304,C0199,2024-06-30,Delivered,COD,Website,594.15,104.85,49,643.15,2024-07-05
O00305,C0099,2024-04-02,Delivered,Net Banking,Website,2606.85,187.15,0,2606.85,2024-04-05
O00306,C0345,2025-11-29,Delivered,Credit Card,Mobile App,718.4,179.6,0,718.4,2025-12-05
O00307,C0273,2025-09-21,Delivered,Credit Card,Marketplace,2560.25,134.75,0,2560.25,2025-09-26
O00308,C0186,2025-06-13,Returned,UPI,Website,349,0,40,389,2025-06-20
O00309,C0470,2024-09-12,Delivered,UPI,Mobile App,339.15,59.85,49,388.15,2024-09-19
O00310,C0427,2024-02-25,Delivered,UPI,Website,1836.6,359.4,0,1836.6,2024-02-29
O00311,C0356,2024-03-07,Delivered,Net Banking,Website,1727.1,69.9,0,1727.1,2024-03-12
O00312,C0408,2025-03-14,Delivered,UPI,Marketplace,1148,0,0,1148,2025-03-20
O00313,C0182,2025-03-07,Delivered,UPI,Website,629.1,69.9,59,688.1,2025-03-13
O00314,C0309,2024-12-17,In Transit,Credit Card,Mobile App,1078.2,119.8,0,1078.2,1900-01-00
O00315,C0028,2025-03-08,In Transit,Debit Card,Website,551.65,97.35,49,600.65,1900-01-00
O00316,C0308,2025-12-10,Delivered,COD,Mobile App,551.65,97.35,40,591.65,2025-12-14
O00317,C0328,2024-08-16,Delivered,UPI,Website,1177.05,19.95,0,1177.05,2024-08-18
O00318,C0100,2025-10-08,Delivered,UPI,Website,1103.3,194.7,0,1103.3,2025-10-12
O00319,C0092,2024-11-06,Delivered,Debit Card,Website,1472.25,124.75,0,1472.25,2024-11-14
O00320,C0320,2025-03-20,Delivered,UPI,Marketplace,1623.75,122.25,0,1623.75,2025-03-22
O00321,C0097,2025-07-02,Delivered,UPI,Mobile App,629.1,69.9,49,678.1,2025-07-05
O00322,C0034,2024-06-20,Delivered,Debit Card,Website,331.55,17.45,59,390.55,2024-06-24
O00323,C0243,2024-10-01,Delivered,Net Banking,Mobile App,569.05,29.95,40,609.05,2024-10-05
O00324,C0293,2024-06-09,Delivered,Credit Card,Website,359.1,39.9,49,408.1,2024-06-14
O00325,C0189,2025-05-24,Delivered,UPI,Website,1137.35,159.65,0,1137.35,2025-06-01
O00326,C0103,2024-12-07,Delivered,UPI,Mobile App,1601.9,494.1,0,1601.9,2024-12-14
O00327,C0401,2025-02-17,Cancelled,Debit Card,Website,852.15,44.85,0,0,1900-01-00
O00328,C0120,2025-06-12,Delivered,Credit Card,Mobile App,1138.1,59.9,0,1138.1,2025-06-20
O00329,C0016,2024-10-26,Returned,UPI,Mobile App,1118.15,79.85,0,1118.15,2024-10-30
O00330,C0170,2025-08-04,Delivered,Credit Card,Mobile App,1956.3,139.7,0,1956.3,2025-08-09
O00331,C0096,2025-01-25,Delivered,UPI,Website,331.55,17.45,49,380.55,2025-01-29
O00332,C0067,2025-07-03,Delivered,UPI,Marketplace,679.15,119.85,59,738.15,2025-07-07
O00333,C0481,2024-11-13,Delivered,Debit Card,Website,616.55,32.45,40,656.55,2024-11-18
O00334,C0451,2025-05-17,Delivered,Debit Card,Website,1151.3,94.7,0,1151.3,2025-05-23
O00335,C0049,2025-02-06,Delivered,Net Banking,Website,1486.3,109.7,0,1486.3,2025-02-10
O00336,C0259,2024-11-29,Delivered,UPI,Website,404.1,44.9,49,453.1,2024-12-05
O00337,C0204,2024-08-12,Delivered,Debit Card,Website,299.25,99.75,40,339.25,2024-08-16
O00338,C0311,2024-08-18,Delivered,UPI,Mobile App,599,0,59,658,2024-08-20
O00339,C0111,2025-03-28,Cancelled,Net Banking,Mobile App,895.65,52.35,0,0,1900-01-00
O00340,C0393,2024-07-25,Delivered,UPI,Website,249,0,59,308,2024-07-27
O00341,C0050,2024-10-22,Delivered,UPI,Website,1183.25,164.75,0,1183.25,2024-10-26
O00342,C0200,2024-08-05,Delivered,Net Banking,Mobile App,569.05,29.95,59,628.05,2024-08-09
O00343,C0365,2025-07-03,Returned,Credit Card,Website,759.05,39.95,0,759.05,2025-07-11
O00344,C0453,2025-12-05,Cancelled,Credit Card,Website,735.8,112.2,0,0,1900-01-00
O00345,C0120,2024-01-22,Returned,UPI,Mobile App,995.6,52.4,0,995.6,2024-01-24
O00346,C0406,2025-02-28,Delivered,UPI,Mobile App,479.2,119.8,59,538.2,2025-03-09
O00347,C0357,2024-08-15,Delivered,UPI,Website,799,0,0,799,2024-08-20
O00348,C0304,2025-07-16,Returned,UPI,Website,1030.55,17.45,0,1030.55,2025-07-20
O00349,C0185,2025-02-11,Delivered,Credit Card,Mobile App,1168.2,129.8,0,1168.2,2025-02-17
O00350,C0305,2025-10-17,Delivered,Credit Card,Website,499,0,49,548,2025-10-20
O00351,C0003,2024-01-14,Delivered,UPI,Website,331.55,17.45,49,380.55,2024-01-19
O00352,C0210,2024-02-09,Delivered,COD,Website,738.15,59.85,0,738.15,2024-02-13
O00353,C0125,2024-11-15,Delivered,UPI,Mobile App,998,0,0,998,2024-11-18
O00354,C0340,2024-08-20,Delivered,UPI,Mobile App,3038.1,406.9,0,3038.1,2024-08-28
O00355,C0056,2025-10-13,Delivered,Net Banking,Website,349,0,40,389,2025-10-19
O00356,C0269,2025-03-02,Delivered,UPI,Website,2556.2,139.8,0,2556.2,2025-03-04
O00357,C0226,2025-10-03,Delivered,Debit Card,Website,699,0,0,699,2025-10-06
O00358,C0390,2024-11-05,Delivered,Debit Card,Website,314.1,34.9,49,363.1,2024-11-13
O00359,C0173,2025-09-10,Delivered,Net Banking,Marketplace,733.05,14.95,0,733.05,2025-09-13
O00360,C0014,2025-08-14,In Transit,Debit Card,Website,538.2,59.8,59,597.2,1900-01-00
O00361,C0097,2024-01-04,In Transit,Net Banking,Website,1043.1,54.9,0,1043.1,1900-01-00
O00362,C0228,2024-08-27,Delivered,Credit Card,Website,673.5,224.5,59,732.5,2024-09-03
O00363,C0151,2025-09-13,Delivered,Credit Card,Mobile App,1254.95,242.05,0,1254.95,2025-09-16
O00364,C0124,2024-09-06,Delivered,Debit Card,Website,239.2,59.8,49,288.2,2024-09-12
O00365,C0064,2025-08-20,Delivered,UPI,Mobile App,1214.8,132.2,0,1214.8,2025-08-25
O00366,C0414,2024-08-26,Delivered,UPI,Website,950.05,196.95,0,950.05,2024-08-31
O00367,C0434,2025-02-01,Delivered,UPI,Mobile App,875.65,72.35,0,875.65,2025-02-04
O00368,C0429,2024-08-12,Delivered,Credit Card,Website,1276.05,19.95,0,1276.05,2024-08-21
O00369,C0245,2025-10-08,Delivered,Debit Card,Website,2648.35,496.65,0,2648.35,2025-10-13
O00370,C0012,2025-07-15,Delivered,Credit Card,Website,569.05,29.95,40,609.05,2025-07-21
O00371,C0050,2024-05-14,Delivered,Net Banking,Website,2195.2,99.8,0,2195.2,2024-05-19
O00372,C0193,2025-03-13,Delivered,UPI,Website,404.1,44.9,49,453.1,2025-03-18
O00373,C0322,2025-02-17,Delivered,UPI,Website,835.75,162.25,0,835.75,2025-02-21
O00374,C0196,2024-10-08,Delivered,UPI,Website,853.1,44.9,0,853.1,2024-10-13
O00375,C0246,2024-10-07,Delivered,Credit Card,Website,2925.6,369.4,0,2925.6,2024-10-12
O00376,C0495,2025-11-05,Delivered,Credit Card,Website,399,0,40,439,2025-11-10
O00377,C0044,2024-05-07,Delivered,Credit Card,Website,1477.4,219.6,0,1477.4,2024-05-12
O00378,C0181,2025-09-12,Delivered,UPI,Mobile App,551.65,97.35,40,591.65,2025-09-17
O00379,C0217,2024-03-17,Delivered,Debit Card,Website,359.2,89.8,40,399.2,2024-03-22
O00380,C0099,2025-01-16,Delivered,Credit Card,Website,930.8,217.2,0,930.8,2025-01-21
O00381,C0209,2024-03-08,Delivered,COD,Mobile App,349,0,40,389,2024-03-12
O00382,C0302,2024-11-14,Cancelled,Credit Card,Mobile App,1925.6,269.4,0,0,1900-01-00
O00383,C0245,2024-08-20,Delivered,UPI,Website,296.65,52.35,49,345.65,2024-08-26
O00384,C0225,2024-12-28,Delivered,UPI,Website,2356.45,339.55,0,2356.45,2025-01-03
O00385,C0085,2025-10-19,Delivered,Credit Card,Mobile App,1969.95,374.05,0,1969.95,2025-10-25
O00386,C0384,2024-12-19,Delivered,COD,Mobile App,2542.15,301.85,0,2542.15,2024-12-26
O00387,C0488,2024-02-22,Delivered,UPI,Website,1307.2,89.8,0,1307.2,2024-02-25
O00388,C0479,2025-04-19,Cancelled,UPI,Website,664.05,34.95,0,0,1900-01-00
O00389,C0370,2024-07-09,Delivered,Credit Card,Website,479.2,119.8,40,519.2,2024-07-12
O00390,C0116,2025-04-26,Delivered,Credit Card,Website,1777.05,19.95,0,1777.05,2025-04-30
O00391,C0102,2024-04-23,Delivered,UPI,Mobile App,1838.95,207.05,0,1838.95,2024-04-27
O00392,C0452,2025-02-13,Returned,Net Banking,Website,699,0,0,699,2025-02-18
O00393,C0220,2025-09-03,Delivered,UPI,Website,1088.25,159.75,0,1088.25,2025-09-12
O00394,C0359,2025-05-29,Delivered,Net Banking,Mobile App,664.05,34.95,40,704.05,2025-06-06
O00395,C0195,2025-02-21,Delivered,COD,Website,599,0,40,639,2025-02-24
O00396,C0164,2024-02-18,Delivered,Debit Card,Website,664.05,34.95,49,713.05,2024-02-26
O00397,C0007,2025-11-30,Cancelled,UPI,Mobile App,379.05,19.95,0,0,1900-01-00
O00398,C0333,2024-10-09,Delivered,Net Banking,Website,1682.35,214.65,0,1682.35,2024-10-17
O00399,C0390,2024-07-25,Delivered,UPI,Website,1409.75,137.25,0,1409.75,2024-07-30
O00400,C0269,2025-05-30,Delivered,UPI,Marketplace,299.25,99.75,40,339.25,2025-06-05
O00401,C0197,2025-07-29,Delivered,UPI,Website,559.2,139.8,59,618.2,2025-08-02
O00402,C0269,2024-09-22,Delivered,Debit Card,Mobile App,549,0,40,589,2024-09-30
O00403,C0329,2024-09-11,Delivered,UPI,Mobile App,1197.4,99.6,0,1197.4,2024-09-18
O00404,C0422,2024-12-30,In Transit,UPI,Marketplace,211.65,37.35,40,251.65,1900-01-00
O00405,C0370,2025-12-05,Delivered,Net Banking,Mobile App,379.05,19.95,59,438.05,2025-12-10
O00406,C0203,2024-06-08,Delivered,Credit Card,Website,381.65,67.35,40,421.65,2024-06-11
O00407,C0374,2024-07-03,Delivered,UPI,Website,499,0,40,539,2024-07-07
O00408,C0207,2024-04-12,Delivered,Debit Card,Website,349,0,59,408,2024-04-20
O00409,C0308,2024-01-14,Delivered,Net Banking,Website,1442.45,254.55,0,1442.45,2024-01-18
O00410,C0125,2024-02-27,Delivered,Credit Card,Website,319.2,79.8,49,368.2,2024-03-01
O00411,C0013,2024-08-20,Delivered,Debit Card,Website,1906.1,39.9,0,1906.1,2024-08-25
O00412,C0078,2024-07-01,Delivered,UPI,Website,1553.85,192.15,0,1553.85,2024-07-07
O00413,C0442,2024-06-01,Delivered,UPI,Website,635.55,12.45,49,684.55,2024-06-10
O00414,C0218,2025-05-07,Delivered,Net Banking,Website,808.2,89.8,0,808.2,2025-05-13
O00415,C0360,2024-03-30,Delivered,COD,Website,798,0,0,798,2024-04-03
O00416,C0444,2024-05-22,Delivered,Net Banking,Marketplace,1372.55,324.45,0,1372.55,2024-05-26
O00417,C0340,2025-08-12,Delivered,UPI,Website,998,0,0,998,2025-08-15
O00418,C0384,2025-06-24,Delivered,UPI,Website,833.35,164.65,0,833.35,2025-06-29
O00419,C0284,2025-12-29,Returned,Credit Card,Mobile App,1752.3,194.7,0,1752.3,2026-01-07
O00420,C0310,2024-03-20,Delivered,UPI,Mobile App,1048,0,0,1048,2024-03-25
O00421,C0015,2024-09-02,Delivered,UPI,Mobile App,998.25,99.75,0,998.25,2024-09-07
O00422,C0405,2024-11-06,Returned,UPI,Website,296.65,52.35,59,355.65,2024-11-10
O00423,C0258,2024-04-13,Delivered,UPI,Mobile App,799,0,0,799,2024-04-18
O00424,C0453,2024-08-08,Delivered,Debit Card,Website,2044.6,249.4,0,2044.6,2024-08-12
O00425,C0322,2024-08-12,Delivered,UPI,Mobile App,1048,0,0,1048,2024-08-17
O00426,C0133,2025-04-29,Delivered,Credit Card,Marketplace,932.3,114.7,0,932.3,2025-05-04
O00427,C0231,2024-09-26,In Transit,UPI,Marketplace,314.1,34.9,40,354.1,1900-01-00
O00428,C0437,2024-04-17,Delivered,UPI,Website,314.1,34.9,59,373.1,2024-04-22
O00429,C0056,2024-03-28,Delivered,COD,Website,379.05,19.95,59,438.05,2024-04-01
O00430,C0244,2024-04-27,Delivered,UPI,Website,1802.15,94.85,0,1802.15,2024-05-01
O00431,C0028,2024-08-04,In Transit,Debit Card,Website,1048.25,149.75,0,1048.25,1900-01-00
O00432,C0269,2024-08-07,Delivered,Net Banking,Website,1607.35,189.65,0,1607.35,2024-08-11
O00433,C0200,2024-01-11,Returned,UPI,Mobile App,1611.6,284.4,0,1611.6,2024-01-13
O00434,C0483,2024-05-08,Delivered,Credit Card,Website,868.15,79.85,0,868.15,2024-05-11
O00435,C0490,2024-01-15,Delivered,UPI,Website,2373.8,172.2,0,2373.8,2024-01-19
O00436,C0172,2024-04-26,Delivered,UPI,Mobile App,359.1,39.9,59,418.1,2024-04-30
O00437,C0046,2025-01-22,Delivered,Debit Card,Marketplace,399,0,49,448,2025-01-29
O00438,C0101,2025-04-25,Delivered,Net Banking,Website,1426.4,169.6,0,1426.4,2025-05-02
O00439,C0345,2025-01-21,Delivered,UPI,Website,1721.4,174.6,0,1721.4,2025-01-30
O00440,C0220,2024-05-11,Delivered,Debit Card,Website,551.65,97.35,40,591.65,2024-05-16
O00441,C0402,2025-02-05,Delivered,UPI,Mobile App,1936.25,159.75,0,1936.25,2025-02-09
O00442,C0067,2025-04-09,Delivered,UPI,Mobile App,1188.3,209.7,0,1188.3,2025-04-15
O00443,C0043,2024-05-27,Delivered,Credit Card,Website,474.05,24.95,40,514.05,2024-05-29
O00444,C0186,2024-07-31,Delivered,UPI,Website,1426.2,119.8,0,1426.2,2024-08-05
O00445,C0017,2024-04-30,In Transit,Credit Card,Mobile App,519.2,129.8,40,559.2,1900-01-00
O00446,C0311,2024-01-31,Delivered,Debit Card,Website,599,0,40,639,2024-02-06
O00447,C0138,2024-10-07,In Transit,UPI,Mobile App,314.1,34.9,49,363.1,1900-01-00
O00448,C0473,2024-07-16,Delivered,Net Banking,Mobile App,2031.3,164.7,0,2031.3,2024-07-20
O00449,C0420,2024-03-06,Returned,COD,Website,748.5,249.5,0,748.5,2024-03-11
O00450,C0191,2024-11-06,Delivered,Debit Card,Mobile App,379.05,19.95,40,419.05,2024-11-10
O00451,C0270,2024-11-14,Returned,Net Banking,Mobile App,553.15,44.85,49,602.15,2024-11-18
O00452,C0146,2024-01-19,Cancelled,COD,Marketplace,399.2,99.8,0,0,1900-01-00
O00453,C0471,2025-10-15,Delivered,UPI,Mobile App,853.2,94.8,0,853.2,2025-10-19
O00454,C0233,2025-05-20,In Transit,UPI,Website,1058.15,89.85,0,1058.15,1900-01-00
O00455,C0224,2024-10-27,Delivered,Credit Card,Website,1358.05,39.95,0,1358.05,2024-11-01
O00456,C0195,2024-10-03,Returned,Credit Card,Website,519.2,129.8,49,568.2,2024-10-08
O00457,C0500,2024-10-14,Delivered,UPI,Website,479.2,119.8,59,538.2,2024-10-19
O00458,C0356,2025-01-21,Delivered,Debit Card,Website,381.65,67.35,59,440.65,2025-01-26
O00459,C0079,2024-10-25,Returned,UPI,Website,963.3,134.7,0,963.3,2024-10-30
O00460,C0244,2025-11-08,Delivered,UPI,Mobile App,664.05,34.95,49,713.05,2025-11-10
O00461,C0375,2025-03-08,Delivered,UPI,Website,1125.55,22.45,0,1125.55,2025-03-15
O00462,C0123,2024-03-08,Delivered,Net Banking,Mobile App,296.65,52.35,59,355.65,2024-03-11
O00463,C0362,2025-09-02,Delivered,UPI,Marketplace,848,0,0,848,2025-09-06
O00464,C0172,2024-11-06,Delivered,Debit Card,Website,279.2,69.8,49,328.2,2024-11-09
O00465,C0291,2025-11-27,Cancelled,Credit Card,Website,509.15,89.85,0,0,1900-01-00
O00466,C0232,2025-05-17,In Transit,UPI,Website,466.65,82.35,59,525.65,1900-01-00
O00467,C0397,2025-11-10,Returned,Credit Card,Website,1386.6,209.4,0,1386.6,2025-11-14
O00468,C0100,2025-01-21,In Transit,Net Banking,Mobile App,1391.5,204.5,0,1391.5,1900-01-00
O00469,C0159,2025-08-15,Cancelled,UPI,Mobile App,1947,0,0,0,1900-01-00
O00470,C0349,2024-06-02,Delivered,Credit Card,Website,539.1,59.9,40,579.1,2024-06-06
O00471,C0028,2025-05-15,Delivered,Debit Card,Website,639.2,159.8,59,698.2,2025-05-23
O00472,C0489,2024-03-29,Delivered,Debit Card,Website,1834.1,311.9,0,1834.1,2024-04-06
O00473,C0089,2025-07-31,Cancelled,Net Banking,Website,888.25,109.75,0,0,1900-01-00
O00474,C0237,2025-07-12,Delivered,Net Banking,Website,254.15,44.85,49,303.15,2025-07-16
O00475,C0015,2025-01-22,Delivered,Credit Card,Website,404.1,44.9,59,463.1,2025-01-29
O00476,C0004,2025-04-18,Cancelled,Credit Card,Website,474.05,24.95,0,0,1900-01-00
O00477,C0050,2024-10-24,Delivered,Net Banking,Website,628.35,119.65,40,668.35,2024-10-27
O00478,C0437,2024-06-07,Delivered,COD,Website,299,0,59,358,2024-06-14
O00479,C0127,2024-08-18,Delivered,UPI,Website,423.3,74.7,59,482.3,2024-08-21
O00480,C0225,2025-11-04,Delivered,Debit Card,Website,885.65,62.35,0,885.65,2025-11-09
O00481,C0253,2025-01-11,Delivered,Debit Card,Website,359.1,39.9,59,418.1,2025-01-15
O00482,C0018,2025-10-22,Delivered,Credit Card,Marketplace,1258.2,139.8,0,1258.2,2025-10-24
O00483,C0200,2025-10-17,Delivered,Debit Card,Website,890.75,157.25,0,890.75,2025-10-22
O00484,C0295,2025-12-26,Delivered,Credit Card,Website,359.1,39.9,49,408.1,2025-12-28
O00485,C0055,2025-05-26,Delivered,Debit Card,Marketplace,1716.3,179.7,0,1716.3,2025-05-30
O00486,C0227,2025-01-18,Cancelled,COD,Website,585.55,12.45,0,0,1900-01-00
O00487,C0147,2024-08-18,Delivered,Net Banking,Mobile App,449.1,49.9,40,489.1,2024-08-20
O00488,C0291,2025-07-13,Delivered,Debit Card,Marketplace,998.2,99.8,0,998.2,2025-07-20
O00489,C0411,2024-03-09,Delivered,Net Banking,Mobile App,404.1,44.9,40,444.1,2024-03-14
O00490,C0473,2024-09-14,Delivered,Net Banking,Website,359.1,39.9,59,418.1,2024-09-19
O00491,C0299,2025-04-27,In Transit,Debit Card,Website,1398,0,0,1398,1900-01-00
O00492,C0105,2025-07-14,Delivered,Debit Card,Marketplace,808.2,89.8,0,808.2,2025-07-19
O00493,C0414,2024-02-06,Delivered,UPI,Mobile App,1759.65,87.35,0,1759.65,2024-02-12
O00494,C0117,2024-01-22,Delivered,Debit Card,Website,598.15,49.85,40,638.15,2024-01-26
O00495,C0460,2025-09-22,Delivered,UPI,Website,569.05,29.95,59,628.05,2025-09-28
O00496,C0275,2024-08-13,Delivered,UPI,Website,494.1,54.9,40,534.1,2024-08-22
O00497,C0337,2025-08-13,Delivered,Debit Card,Website,1978.85,167.15,0,1978.85,2025-08-18
O00498,C0249,2024-10-30,Delivered,Debit Card,Website,299.25,99.75,59,358.25,2024-11-03
O00499,C0488,2024-08-14,Delivered,UPI,Mobile App,629.1,69.9,49,678.1,2024-08-18
O00500,C0221,2024-11-05,Delivered,UPI,Website,1527.45,269.55,0,1527.45,2024-11-09
O00501,C0223,2025-03-13,Returned,Debit Card,Mobile App,758.1,39.9,0,758.1,2025-03-22
O00502,C0266,2025-01-28,Delivered,COD,Website,798,0,0,798,2025-01-31
O00503,C0173,2025-08-07,Delivered,UPI,Mobile App,833.15,64.85,0,833.15,2025-08-10
O00504,C0226,2024-01-10,In Transit,Credit Card,Mobile App,1138.1,59.9,0,1138.1,1900-01-00
O00505,C0313,2025-07-18,Delivered,UPI,Mobile App,719.1,79.9,0,719.1,2025-07-21
O00506,C0026,2024-08-12,Delivered,Net Banking,Mobile App,254.15,44.85,49,303.15,2024-08-21
O00507,C0308,2024-08-28,Delivered,Credit Card,Website,679.15,119.85,49,728.15,2024-08-30
O00508,C0311,2025-01-03,Delivered,Debit Card,Website,2320.4,224.6,0,2320.4,2025-01-07
O00509,C0196,2024-08-13,Delivered,COD,Mobile App,1307.4,189.6,0,1307.4,2024-08-18
O00510,C0467,2024-09-06,Delivered,COD,Website,224.1,24.9,49,273.1,2024-09-10
O00511,C0248,2025-09-11,Delivered,UPI,Mobile App,2410.25,134.75,0,2410.25,2025-09-15
O00512,C0102,2024-07-03,Delivered,UPI,Website,449,0,40,489,2024-07-10
O00513,C0264,2025-06-26,Returned,UPI,Website,239.2,59.8,49,288.2,2025-07-01
O00514,C0487,2025-04-04,Delivered,Debit Card,Website,897.3,99.7,0,897.3,2025-04-07
O00515,C0195,2024-11-24,Delivered,Credit Card,Marketplace,629.1,69.9,59,688.1,2024-11-29
O00516,C0219,2024-10-19,Delivered,UPI,Website,538.2,59.8,40,578.2,2024-10-23
O00517,C0115,2024-06-22,Returned,COD,Mobile App,2325.7,369.3,0,2325.7,2024-06-28
O00518,C0426,2025-04-09,Delivered,Debit Card,Mobile App,319.2,79.8,49,368.2,2025-04-15
O00519,C0373,2024-03-17,Delivered,UPI,Mobile App,379.05,19.95,40,419.05,2024-03-21
O00520,C0407,2025-06-17,Cancelled,Debit Card,Mobile App,449,0,0,0,1900-01-00
O00521,C0193,2024-08-13,Delivered,UPI,Mobile App,2236.8,559.2,0,2236.8,2024-08-15
O00522,C0215,2025-12-05,Delivered,Credit Card,Mobile App,284.05,14.95,40,324.05,2025-12-12
O00523,C0251,2025-10-07,Delivered,Credit Card,Website,759.05,39.95,0,759.05,2025-10-15
O00524,C0490,2024-11-22,Delivered,UPI,Website,1921.15,74.85,0,1921.15,2024-11-27
O00525,C0415,2025-03-28,Delivered,UPI,Website,404.1,44.9,40,444.1,2025-04-02
O00526,C0486,2025-09-20,Delivered,Credit Card,Marketplace,663.1,34.9,49,712.1,2025-09-26
O00527,C0336,2024-02-20,Delivered,UPI,Website,424.15,74.85,49,473.15,2024-02-24
O00528,C0433,2024-01-21,Delivered,Credit Card,Mobile App,629.1,69.9,59,688.1,2024-01-24
O00529,C0336,2025-10-19,Cancelled,UPI,Website,1412.1,34.9,0,0,1900-01-00
O00530,C0302,2025-02-04,Delivered,UPI,Website,521.55,27.45,49,570.55,2025-02-12
O00531,C0193,2024-10-25,Delivered,UPI,Website,284.05,14.95,49,333.05,2024-10-31
O00532,C0391,2025-07-13,Delivered,Credit Card,Website,693.15,54.85,40,733.15,2025-07-15
O00533,C0073,2025-02-16,Delivered,Debit Card,Mobile App,379.05,19.95,49,428.05,2025-02-23
O00534,C0354,2024-08-02,Delivered,Credit Card,Website,1536.2,159.8,0,1536.2,2024-08-05
O00535,C0193,2024-05-10,Delivered,Debit Card,Website,236.55,12.45,40,276.55,2024-05-15
O00536,C0072,2025-07-14,Delivered,UPI,Marketplace,1238.2,159.8,0,1238.2,2025-07-18
O00537,C0412,2025-09-20,Delivered,Credit Card,Website,599.25,199.75,40,639.25,2025-09-23
O00538,C0243,2024-01-11,Delivered,Credit Card,Marketplace,299,0,49,348,2024-01-15
O00539,C0180,2025-10-13,Delivered,Credit Card,Marketplace,718.2,79.8,0,718.2,2025-10-17
O00540,C0207,2024-09-17,Delivered,UPI,Mobile App,629.1,69.9,40,669.1,2024-09-23
O00541,C0393,2025-01-27,Delivered,Credit Card,Website,1247.5,149.5,0,1247.5,2025-01-29
O00542,C0076,2024-08-15,Delivered,COD,Website,670.7,77.3,49,719.7,2024-08-21
O00543,C0432,2024-08-07,Returned,Net Banking,Mobile App,1104.85,142.15,0,1104.85,2024-08-11
O00544,C0196,2025-10-15,Delivered,UPI,Website,2007.25,189.75,0,2007.25,2025-10-20
O00545,C0204,2024-02-14,Delivered,UPI,Website,793.1,54.9,0,793.1,2024-02-20
O00546,C0280,2024-08-19,Returned,UPI,Mobile App,1402.35,194.65,0,1402.35,2024-08-22
O00547,C0163,2025-08-15,Delivered,COD,Website,1137.2,59.8,0,1137.2,2025-08-19
O00548,C0089,2025-10-12,Cancelled,UPI,Website,679.15,119.85,0,0,1900-01-00
O00549,C0290,2024-08-12,Delivered,UPI,Mobile App,1491.65,304.35,0,1491.65,2024-08-15
O00550,C0290,2024-11-19,Cancelled,UPI,Website,2075.5,219.5,0,0,1900-01-00
O00551,C0080,2025-07-04,In Transit,Credit Card,Mobile App,2646.35,249.65,0,2646.35,1900-01-00
O00552,C0263,2024-08-03,Delivered,UPI,Website,1245.65,102.35,0,1245.65,2024-08-05
O00553,C0323,2025-01-02,Delivered,Credit Card,Website,1228.1,69.9,0,1228.1,2025-01-08
O00554,C0428,2024-09-06,Delivered,UPI,Mobile App,423.3,74.7,59,482.3,2024-09-09
